"","Country","Year","Temperature.Change","Total.Grains.Cereals.Root.Production.Quantity.1000.MT","Total.Grains.Cereals.Root.Food.Supply.1000.MT","Total.Grains.Cereals.Root.Area.Harvested.1000.Ha","Population.Million","GDP.US.dollars.per.person","Gross.Domestic.Product.constant.prices.Percent.change","Food.Supply.Grain.Equiv.1000.MT.yr","Food.Supply.Grain.Equiv.kg.cap.yr","Grains.Cereals.Root.Food.Availability.per.capita.kg.cap.yr","Total.Grains.Cereals.Root.Export.Quantity.1000.MT","Total.Grains.Cereals.Root.Import.Quantity.1000.MT","Continent"
"1448","Nigeria","2008",0.726,44796.51963,50357.83299,27819,150.666,899.528385,5.984,9805.740365,301.0655852,181.5321293,754.159318286,5561.313361382,"Africa"
"1449","Nigeria","2009",1.419,40433.42465,46630.28871,21627.51,154.488,938.1080913,6.96,10054.4862,298.696237,178.6283267,1029.160906228,6196.864055618,"Africa"
"1450","Nigeria","2010",1.538,45034.65233,51656.51639,24363.23,158.423,986.5253048,7.976,10310.58637,316.7349388,196.6670285,1104.160906228,6621.864055618,"Africa"
"1451","Nigeria","2011",0.975,48639.95767,55661.82173,25068.621,162.471,1027.275201,7.356,10574.04088,339.7538514,219.6859411,854.160906228,7021.864055618,"Africa"
"1452","Nigeria","2012",0.662,46526.13975,53148.00381,25006.05,166.629,1067.061809,6.584,10844.65448,334.5828004,214.51489,604.160906228,6621.864055618,"Africa"
"1453","Pakistan","1980",0.399,15671.68057,16285.47894,10640.381,80.493,393.9047206,8.526,4042.91177,251.0674216,147.2717692,1166.13771155,613.798372178,"Asia"
"1454","Pakistan","1981",0.228,16641.76202,16948.35377,10960.739,83.28,410.8786663,6.831,4242.965135,248.9648483,142.640553,1296.677098497,306.591741267,"Asia"
"1455","Pakistan","1982",-0.48,16514.9179,16877.71805,11099.883,86.187,422.9752857,6.537,4575.326347,256.1716042,146.7621636,998.131532131,362.800146263,"Asia"
"1456","Pakistan","1983",-0.489,17610.79949,18007.96039,11468.115,89.2,436.390435,6.778,4670.396082,254.6149543,146.6734908,1029.83096454,397.160894612,"Asia"
"1457","Pakistan","1984",-0.274,16060.39191,16352.51667,11417.034,92.3,443.0954507,5.065,5074.604306,256.9732987,147.0384301,1523.658925178,292.124754157,"Asia"
"1458","Pakistan","1985",0.155,16438.16517,17422.32031,11119.787,95.47,460.9061606,7.592,5200.763008,250.2936563,144.2962204,770.825621359,984.155146398,"Asia"
"1459","Pakistan","1986",-0.367,19327.2608,21238.43836,11461.123,98.711,470.2980208,5.502,5577.557272,250.5803471,139.2474692,1317.830881956,1911.177555017,"Asia"
"1460","Pakistan","1987",0.07,17025.04987,17404.0024,11397.697,102.012,484.4429779,6.452,5888.952151,255.356511,139.6916467,1271.057449372,378.952532218,"Asia"
"1461","Pakistan","1988",0.626,17849.25084,18453.26473,11380.073,105.332,504.94943,7.625,5863.948423,249.2666641,135.7581419,1212.41472,604.013888817,"Asia"
"1462","Pakistan","1989",-0.393,19634.15015,21806.76975,11893.204,108.621,513.945758,4.96,6697.925744,273.103913,153.5482498,854.559835115,2172.6196,"Asia"
"1463","Pakistan","1990",0.302,19599.1726,20520.60596,11963.581,111.845,521.3851468,4.459,6792.639633,271.6651827,154.3674869,1303.837341313,921.433352896,"Asia"
"1464","Pakistan","1991",-0.339,19783.35406,21844.68992,11800.277,114.97,532.8863238,5.417,7017.349145,272.0473116,155.742671,1359.566056809,2061.335856487,"Asia"
"1465","Pakistan","1992",-0.462,20843.70303,23265.34119,11855.596,118.01,559.1647439,7.57,7376.569647,273.6413952,152.2701585,941.496638077,2421.638163462,"Asia"
"1466","Pakistan","1993",0.35,22192.79787,23616.96603,12291.264,121.03,554.7956453,2.097,8369.519731,285.8442567,154.660741,1404.131534665,1424.168161812,"Asia"
"1467","Pakistan","1994",0.089,20972.75731,23248.19064,12248.209,124.122,561.1936343,4.369,8544.993332,283.9291134,156.4253693,1597.882626047,2275.433330541,"Asia"
"1468","Pakistan","1995",-0.176,23416.24771,25919.65318,12363.206,127.347,574.1262451,5.062,9226.399483,297.0975337,158.0843719,1683.165278823,2503.405475061,"Asia"
"1469","Pakistan","1996",-0.226,23617.13622,26142.11511,12503.956,130.737,586.3431796,6.599,10315.85886,299.774171,156.2833709,1981.575561411,2524.978884647,"Asia"
"1470","Pakistan","1997",-0.454,23448.68223,27562.40705,12473.983,134.256,576.766411,1.703,10143.71208,291.6928684,155.6567266,1989.30292,4113.724826667,"Asia"
"1471","Pakistan","1998",0.364,26115.47234,29361.1504,12879.526,137.808,576.2300349,3.494,10725.87692,293.6315681,156.8049355,1949.11615756,3245.678054455,"Asia"
"1472","Pakistan","1999",0.74,25723.31678,27550.78493,12651.039,141.261,582.7198408,4.184,10999.5232,288.7349781,150.6261432,2054.35144444,1827.468148148,"Asia"
"1473","Pakistan","2000",0.588,28619.45112,28974.70417,12786.713,144.522,593.8355677,3.906,11333.20122,288.8516306,149.2784895,2561.04222119,355.253050929,"Asia"
"1474","Pakistan","2001",0.688,25614.99997,25932.98763,12252.331,147.558,593.147897,1.967,11075.07225,285.6489269,148.7348266,2997.10756098,317.987659226,"Asia"
"1475","Pakistan","2002",0.902,25455.04408,25680.48835,12148.676,150.407,600.6758885,3.112,11378.54666,283.1682555,148.0068305,3659.75093706,225.444272261,"Asia"
"1476","Pakistan","2003",0.439,27106.17053,27354.07792,12623.085,153.14,618.5471373,4.726,11833.0187,286.1929063,148.6489878,2355.20427525,247.907393939,"Asia"
"1477","Pakistan","2004",0.893,28374.1563,29821.81067,12608.537,155.86,652.5352039,7.483,11847.19917,279.0969698,141.5827239,3588.82761652,1447.65436334,"Asia"
"1478","Pakistan","2005",0.116,31321.73274,32262.31707,12951.144,158.645,690.2335561,8.958,12688.96672,287.6852193,142.3344279,3548.93409544,940.58432633,"Asia"
"1479","Pakistan","2006",0.867,30805.87898,30982.71962,13079.423,161.513,719.8593359,5.818,12887.77792,291.3936989,144.9101001,3283.744612541,176.8406363,"Asia"
"1480","Pakistan","2007",0.567,33750.17533,35293.1011,13214.397,164.446,741.189176,5.537,13975.50708,297.4348538,146.7027196,5067.2287689,1542.92577685,"Asia"
"1481","Pakistan","2008",0.256,32767.01391,35808.89781,13568.732,167.442,740.3122479,4.988,14068.45903,300.036856,148.7052215,5005.80055186,3041.8838984,"Asia"
"1482","Pakistan","2009",0.934,35492.5146,35765.15121,13845.55,170.494,747.6478309,0.361,14324.88774,301.9176072,152.3200111,3897.41258203,272.63661672,"Asia"
"1483","Pakistan","2010",1.187,33229.03046,33564.56707,13497.439,173.593,746.0986149,2.581,14585.26539,299.5384696,149.9408735,4436.41258203,335.53661672,"Asia"
"1484","Pakistan","2011",0.734,37145.8834,37464.72002,13491.446,176.745,753.2081935,3.663,14850.0961,310.1841959,160.5865998,3288.91258203,318.83661672,"Asia"
"1485","Pakistan","2012",0.108,35280.32289,35599.25951,13264.502,179.951,769.4983115,4.361,15119.46388,309.2906129,159.6930168,3073.41258203,318.93661672,"Asia"
"1486","Peru","1980",0.401,1846.97888,3463.372112,951.202,17.287,2743.57289,7.661,1132.10019,242.432108,134.0421903,2.91407,1616.393232047,"Americas"
"1487","Peru","1981",0.076,2362.703085,3889.689873,1103.099,17.72,2868.722541,5.461,1185.185275,266.9090796,142.1627321,1.64108,1526.986788671,"Americas"
"1488","Peru","1982",0.21,2384.340416,3955.121468,1137.94,18.152,2783.647027,-0.324,1221.06763,257.889909,146.6803372,1.666349,1570.78105139,"Americas"
"1489","Peru","1983",1.373,2134.831655,3777.527609,1059.264,18.585,2397.975091,-9.329,1190.270812,260.8646471,137.0090402,1.48522,1642.695953232,"Americas"
"1490","Peru","1984",0.233,2666.266172,3901.457377,1148.069,19.021,2464.845074,3.801,1347.43662,244.9298486,128.086215,0.43111,1235.191204702,"Americas"
"1491","Peru","1985",0.115,2390.981056,3624.481849,1082.494,19.46,2476.699129,2.089,1432.493377,245.1394677,122.0321646,10.722,1233.500792675,"Americas"
"1492","Peru","1986",0.128,2568.32166,4375.188721,1128.895,19.904,2663.59634,12.106,1586.359293,277.8149315,141.2917047,1.112,1806.8670614,"Americas"
"1493","Peru","1987",0.865,2935.236903,4725.920483,1250.148,20.35,2813.637311,7.738,1642.794401,277.8321485,134.3992686,1.603,1790.683579872,"Americas"
"1494","Peru","1988",0.455,3037.888304,4628.894861,1300.28,20.798,2513.516449,-9.422,1561.368055,275.8546601,134.7324249,2.28776,1591.006556873,"Americas"
"1495","Peru","1989",0.09,2926.511812,4238.889621,1270.309,21.244,2172.839844,-13.422,1341.208029,244.8544042,133.9154339,2.316,1312.377809097,"Americas"
"1496","Peru","1990",0.331,2153.49614,3809.283171,942.171,21.686,2019.076763,-5.09,1270.737688,215.1837246,115.8720159,0,1655.787030662,"Americas"
"1497","Peru","1991",0.48,2223.271179,4470.848552,1051.257,22.122,2022.152287,2.106,1344.95874,221.5958998,119.4137922,0.00962,2247.57737262,"Americas"
"1498","Peru","1992",0.901,1917.790455,3982.717547,849.471,22.553,1975.003237,-0.429,1441.571347,224.8250087,118.6289462,0.00463,2064.927092029,"Americas"
"1499","Peru","1993",0.553,2575.471462,5135.190117,1056.661,22.98,2030.665086,4.765,1474.025496,232.2044918,129.6807208,0.122061661,2559.71865427,"Americas"
"1500","Peru","1994",0.507,2940.864201,5356.174164,1135.227,23.405,2249.427956,12.822,1696.329672,241.9087524,134.9358294,0.0675,2415.309962074,"Americas"
"1501","Peru","1995",0.775,2923.477018,5259.868463,1184.907,23.827,2399.809843,8.609,1764.686102,245.9328444,141.1360701,0.082253664,2336.39144519,"Americas"
"1502","Peru","1996",0.107,3189.529718,5392.308978,1237.619,24.249,2417.427296,2.518,1927.39272,261.6745046,148.9223696,4.460624327,2202.77926004,"Americas"
"1503","Peru","1997",0.891,3446.232759,5801.839863,1318.853,24.667,2539.584077,6.864,1989.730993,265.1013612,151.319635,1.62310408,2355.60710347,"Americas"
"1504","Peru","1998",1.295,3799.625871,6519.382534,1463.063,25.079,2481.428849,-0.658,1882.838376,266.2198284,155.340663,4.2797,2719.75666277,"Americas"
"1505","Peru","1999",0.387,4342.15626,6490.682893,1519.788,25.479,2464.799791,0.914,1984.792501,276.674082,164.5219624,7.42906776,2148.52663345,"Americas"
"1506","Peru","2000",0.433,4621.686081,7012.481868,1597.77,25.862,2499.946831,2.951,2128.252657,286.0077624,170.7340648,2.127664438,2390.79578696,"Americas"
"1507","Peru","2001",0.541,4573.193658,7091.566651,1546.146,26.228,2470.358479,0.215,2124.396173,282.1989604,164.7292982,2.401363865,2518.37299289,"Americas"
"1508","Peru","2002",0.835,4847.818806,6974.425852,1568.758,26.579,2560.113905,5.016,2152.769675,290.1632345,171.375368,2.779917244,2126.60704581,"Americas"
"1509","Peru","2003",0.821,4856.585003,7372.331879,1541.833,26.916,2629.998609,4.037,2015.697852,284.3644593,170.8430801,13.500999381,2515.74687677,"Americas"
"1510","Peru","2004",0.799,4456.521493,7290.003161,1442.135,27.242,2727.847551,4.977,2061.13237,281.1955672,167.3276329,0.56325906,2833.48166774,"Americas"
"1511","Peru","2005",0.893,5023.901306,8176.812994,1579.248,27.559,2880.549854,6.827,2045.447353,288.504137,174.0987051,0.542168777,3152.91168789,"Americas"
"1512","Peru","2006",0.871,5082.26929,8006.654429,1577.28,27.866,3069.327022,7.74,2253.202793,297.5271975,177.5087183,0.889353657,2924.38513898,"Americas"
"1513","Peru","2007",0.616,5192.058592,8580.461724,1588.726,28.166,3305.940175,8.906,2224.476887,296.8832722,179.2766904,18.47646816,3388.40313155,"Americas"
"1514","Peru","2008",0.715,5684.14752,8828.150671,1670.4715,28.463,3590.805243,9.803,2391.160526,309.3666365,184.435315,49.204764752,3144.00315121,"Americas"
"1515","Peru","2009",0.981,6006.75374,9260.459374,1738.8295,28.765,3585.878254,0.862,2416.531375,314.6096589,189.090475,13.445920534,3253.70563391,"Americas"
"1516","Peru","2010",1.227,5949.221967,9703.627601,1708.78,29.077,3859.260142,8.761,2442.742319,316.6460243,191.1268404,12.245920534,3754.40563391,"Americas"
"1517","Peru","2011",0.914,5818.093901,9712.899534,1642.2868,29.4,4080.375229,6.862,2469.877366,318.8080967,193.2889128,50.245920534,3894.80563391,"Americas"
"1518","Peru","2012",0.998,6442.314557,10256.42019,1728.235,29.734,4289.931701,6.279,2497.936517,324.1979588,198.6787749,25.145920534,3814.10563391,"Americas"
"1519","Philippines","1980",0.124,9184.394647,10237.4935,7197.34,47.064,1116.390463,5.149,2861.914776,259.3361358,155.0381601,270.024252452,1053.098856198,"Asia"
"1520","Philippines","1981",0.221,9430.713869,10624.95127,7238.577,48.399,1122.759727,3.423,2973.991478,253.1165262,152.9042951,82.4668,1194.237404938,"Asia"
"1521","Philippines","1982",0.134,9617.15035,10907.20679,6830.541,49.767,1131.416539,3.619,3065.6472,252.1897823,154.2281288,0.706422319,1290.056443859,"Asia"
"1522","Philippines","1983",0.615,8850.724558,10197.9211,6791.022,51.167,1121.088808,1.875,3228.826928,234.0160703,133.82594,43.644177318,1347.196542465,"Asia"
"1523","Philippines","1984",0.207,9377.315512,10530.94086,6851.893,52.596,1010.75529,-7.324,3202.544297,242.5922524,144.7183749,3.324876867,1153.625344031,"Asia"
"1524","Philippines","1985",0.408,10568.19765,12098.08624,7313.925,54.053,911.649101,-7.307,3049.995681,238.0670674,143.7044558,0.71683309,1529.888593294,"Asia"
"1525","Philippines","1986",0.322,11058.72611,12153.26834,7376.798,55.537,917.6057317,3.417,3230.886335,240.4908939,147.7805825,15.6889886,1094.542233618,"Asia"
"1526","Philippines","1987",0.492,10796.02088,11707.96607,7343.435,57.047,931.8338342,4.312,3441.557629,242.3447943,140.0454922,129.03473456,911.945186605,"Asia"
"1527","Philippines","1988",0.796,11262.45504,12586.63732,7544.651,58.572,968.8565229,6.753,3521.085066,244.8064797,146.0978842,34.3063577,1324.182285646,"Asia"
"1528","Philippines","1989",0.314,11650.48355,13291.26682,7581.013,60.102,1002.782699,6.205,3700.596196,252.8695994,149.0805018,42.67455753,1640.78327387,"Asia"
"1529","Philippines","1990",0.398,12140.2229,13990.99915,7531.008,61.629,1007.636056,3.037,4061.841982,262.0993987,151.5739545,20.3666203,1850.77625299,"Asia"
"1530","Philippines","1991",0.361,11467.73319,13246.07155,7409.237,63.147,977.7259244,-0.578,4240.95252,261.0391078,150.1548203,249.07586667,1778.33836,"Asia"
"1531","Philippines","1992",0.404,11662.8833,13925.70376,7111.166,64.659,958.0862156,0.338,4343.597052,267.6854811,156.7272402,87.84431809,2262.82046661,"Asia"
"1532","Philippines","1993",0.345,12108.01401,14439.4463,6833.3,66.174,955.9634533,2.116,4355.050967,263.8033447,153.8451069,138.4197107,2331.432293039,"Asia"
"1533","Philippines","1994",0.429,11780.3857,14388.45234,7059.569,67.703,975.3708524,4.388,4630.142363,261.8085242,146.4129758,136.3545715,2608.06663531,"Asia"
"1534","Philippines","1995",0.444,12305.64815,15735.00725,6855.513,69.255,998.1247874,4.679,4691.213552,264.2499894,153.4989559,12.01379623,3429.35909831,"Asia"
"1535","Philippines","1996",0.339,12483.58064,15845.04468,7094.232,70.831,1032.967202,5.846,4856.66729,268.7583653,153.6207345,0.849431072,3361.464042,"Asia"
"1536","Philippines","1997",0.444,11688.67723,16333.63268,6977.862,72.427,1062.587533,5.185,5033.679112,267.1808801,154.8657293,0.842811949,4644.9554467,"Asia"
"1537","Philippines","1998",1.235,11299.26514,14606.29033,5904.349,74.041,1033.429879,-0.577,4996.061467,260.1624343,150.3330058,98.392902269,3307.0251913,"Asia"
"1538","Philippines","1999",0.434,13197.73064,17435.68424,7030.083,75.67,1042.34643,3.082,5293.961188,271.468037,156.2876492,209.143408786,4237.9536,"Asia"
"1539","Philippines","2000",0.546,13437.793,17741.29953,6917.957,77.31,1065.239552,4.411,5460.344712,270.5589136,154.8761098,1.519820026,4303.50652687,"Asia"
"1540","Philippines","2001",0.666,13780.09775,18464.3802,6916.644,78.964,1073.108996,2.894,5530.54091,265.3968466,154.5168334,1.220482672,4684.2824537,"Asia"
"1541","Philippines","2002",0.563,13500.98638,17897.74281,6805.04,80.63,1089.252172,3.646,5672.876569,259.4403138,148.8488791,1.587225705,4396.75643529,"Asia"
"1542","Philippines","2003",0.653,14575.16756,18780.00477,6780.982,82.294,1120.272369,4.97,5795.577192,264.1612015,153.2675463,2.017052632,4204.83721053,"Asia"
"1543","Philippines","2004",0.543,15582.96741,20157.81739,7012.805,83.937,1171.907012,6.698,5843.689335,267.9140657,158.7542205,0.983121063,4574.849979,"Asia"
"1544","Philippines","2005",0.646,15845.25094,20669.75813,6870.494,85.546,1204.801772,4.778,5965.69452,268.0589587,161.2311484,0.873329503,4824.50718939,"Asia"
"1545","Philippines","2006",0.686,16970.49921,21913.25868,7087.194,87.116,1245.117693,5.243,6295.461852,269.0238132,161.4676123,0.984507082,4942.7594665,"Asia"
"1546","Philippines","2007",0.752,18395.81215,23118.88703,7284.496,88.653,1304.48774,6.617,6610.573115,278.9751698,166.4838534,2.432271003,4723.0748808,"Asia"
"1547","Philippines","2008",0.457,18893.20295,24120.12583,7485.577,90.173,1335.757714,4.153,6816.805916,282.5476931,168.9407561,1.613756168,5226.9228814,"Asia"
"1548","Philippines","2009",0.6,18008.67537,22741.39761,7583.3,91.703,1328.55453,1.148,6932.469286,280.7223733,168.2021471,1.78594159,4732.7222392,"Asia"
"1549","Philippines","2010",0.92,18159.07059,21775.22883,7217.492,93.261,1406.064798,7.632,7050.249371,280.9474635,168.4272373,2.08594159,3616.1582392,"Asia"
"1550","Philippines","2011",0.48,18951.39761,23829.32685,7442.247,94.852,1432.78421,3.639,7170.524156,283.0566003,170.536374,1.88594159,4877.9292392,"Asia"
"1551","Philippines","2012",0.772,20136.68314,24500.03638,7637.194,96.471,1504.737958,6.815,7292.915657,281.9540425,169.4338162,11.58594159,4363.3532392,"Asia"
"1552","Senegal","1980",0.967,666.850902,1122.722214,1244.724,5.414,732.2473578,-0.827,255.2987158,276.4721177,187.6099796,8.826411155,455.871312351,"Africa"
"1553","Senegal","1981",0.793,1182.208622,1670.448174,1346.578,5.559,749.3006757,5.07,303.8990173,301.5782228,186.7053993,2.911784142,488.239551953,"Africa"
"1554","Senegal","1982",0.368,758.3574841,1253.049134,1153.026,5.715,786.0112905,7.843,288.9328096,294.9450686,187.1371163,16.363695481,494.69164964,"Africa"
"1555","Senegal","1983",1.276,497.5328013,1057.95924,921.223,5.879,723.3866406,-5.326,251.4875123,278.4943959,183.5022262,5.2568,560.4264383,"Africa"
"1556","Senegal","1984",0.642,674.9898985,1343.72326,1167.669,6.052,729.029999,3.746,249.8468118,285.4614085,187.3541908,1.233231323,668.733361284,"Africa"
"1557","Senegal","1985",0.509,1215.442913,1775.184011,1533.403,6.232,731.2193874,3.283,328.0625441,306.3449847,199.709267,1.871488909,559.741097604,"Africa"
"1558","Senegal","1986",0.449,871.1861476,1411.626329,1187.019,6.42,731.9054274,3.113,350.1165882,291.2258107,190.2058652,3.465488889,540.440181099,"Africa"
"1559","Senegal","1987",0.991,1032.329561,1487.914423,1268.424,6.616,753.5062452,6.094,355.5693249,271.6215527,184.1416352,3.522219087,455.584861595,"Africa"
"1560","Senegal","1988",0.861,841.6283788,1358.33007,1234.817,6.818,726.850024,-0.592,375.6290882,269.8431182,184.500124,0.354020836,516.701690701,"Africa"
"1561","Senegal","1989",0.561,1036.036492,1601.50834,1276.424,7.027,733.2848477,3.978,351.6276867,267.2205844,186.3806831,0.4289,565.471847082,"Africa"
"1562","Senegal","1990",1.189,925.8356931,1567.594455,1250.067,7.242,706.7078696,-0.676,311.8862902,279.1870713,193.4724531,0.0175,641.758761815,"Africa"
"1563","Senegal","1991",0.808,914.7466959,1533.904261,1156.628,7.462,703.401901,2.556,322.550865,297.9315239,195.5408196,0.0019,619.157565549,"Africa"
"1564","Senegal","1992",0.876,812.6731421,1472.931847,1109.785,7.687,691.2981484,1.243,336.8567723,297.3620564,194.0521999,0.0019,660.258704701,"Africa"
"1565","Senegal","1993",1.089,1033.782917,1635.211896,1307.126,7.915,680.1178083,1.301,376.5562723,305.2425815,188.5104171,0.00383,601.428979151,"Africa"
"1566","Senegal","1994",0.603,916.8506928,1634.235533,1297.209,8.143,660.9602884,-0.017,343.0161655,301.0830699,189.9463998,0.273497338,717.384840304,"Africa"
"1567","Senegal","1995",0.961,1050.015278,1866.578121,1231.032,8.369,677.6045461,5.363,351.3137948,303.5922086,195.0531368,0.8117,816.562842889,"Africa"
"1568","Senegal","1996",1.201,981.2270981,1636.163728,1301.814,8.592,673.2981254,2.012,328.3047155,277.2295782,175.6877131,0.00374,654.936630228,"Africa"
"1569","Senegal","1997",1.286,760.1957113,1611.675351,1144.198,8.813,676.9206987,3.124,353.3776775,277.2092868,167.2908145,0.862680412,851.479639175,"Africa"
"1570","Senegal","1998",1.485,731.3286916,1629.130121,1087.156,9.035,699.2362312,5.899,354.8960666,262.4040234,157.1801354,0.00621,897.801429907,"Africa"
"1571","Senegal","1999",0.509,938.8205438,1761.890567,1433.82,9.265,725.1575494,6.347,388.4064409,271.8542536,167.078118,0.00195,823.07002361,"Africa"
"1572","Senegal","2000",0.893,1040.574974,2052.254851,1200.559,9.506,729.3826445,3.199,388.730475,287.1430152,188.1374043,0.0224,1011.679876289,"Africa"
"1573","Senegal","2001",1.12,949.8712737,2091.785657,1186.381,9.759,743.0197542,4.581,405.9909733,305.929257,200.4509491,3.517,1141.914382866,"Africa"
"1574","Senegal","2002",1.443,802.6452896,2037.915399,1232.757,10.023,728.1862164,0.655,388.9494506,286.7097716,188.1384236,32.8022,1235.27010892,"Africa"
"1575","Senegal","2003",1.119,1452.83099,2585.847023,1370.816,10.298,756.1073251,6.683,425.4084052,293.2484086,195.1753215,149.0177,1133.01603374,"Africa"
"1576","Senegal","2004",1.111,1160.657028,2336.846837,1144.655,10.581,779.0865366,5.871,464.5651952,281.3957532,184.1935891,107.1287,1176.18980946,"Africa"
"1577","Senegal","2005",1.336,1466.109017,2741.091014,1222.642,10.872,800.8659919,5.613,499.1981217,296.5811548,195.9012939,275.2343,1274.98199793,"Africa"
"1578","Senegal","2006",1.332,1027.916086,2432.171371,1147.11,11.17,798.687946,2.47,549.7660353,303.2102879,192.6133947,79.1508,1404.25528562,"Africa"
"1579","Senegal","2007",1.181,828.269649,2158.239257,1134.108,11.475,815.85391,4.938,533.4773305,283.5948722,175.9952264,25.2704,1329.96960771,"Africa"
"1580","Senegal","2008",1.255,1931.948734,3219.111546,1603.367,11.787,823.5071467,3.682,562.2533627,313.065019,204.4631859,61.066,1287.16281199,"Africa"
"1581","Senegal","2009",0.701,1824.897005,3006.034808,1686.026,12.107,821.168633,2.423,577.5177282,326.480318,213.0470271,55.0598,1181.13780282,"Africa"
"1582","Senegal","2010",1.461,1669.918625,2874.356428,1507.218,12.434,833.6845929,4.266,593.1160017,313.8683494,200.4350585,28.0598,1204.43780282,"Africa"
"1583","Senegal","2011",1.187,1042.5283,2650.066102,1162.143,12.768,828.6547139,2.067,609.0481832,303.5995232,190.1662323,15.0598,1607.53780282,"Africa"
"1584","Senegal","2012",0.832,1562.23807,2864.775873,1296.379,13.108,835.0312461,3.453,625.2665715,315.6109858,202.1776949,30.0598,1302.53780282,"Africa"
"1585","Sierra Leone","1980",0.353,418.4138918,502.8500115,478.5,3.162,428.4441206,-0.56,126.1156658,226.5862589,132.8828533,0,84.436119748,"Africa"
"1586","Sierra Leone","1981",0.209,414.0723826,492.0929355,471.5,3.231,431.3761014,1.878,123.4550052,225.5281258,132.2588238,0,78.02055285,"Africa"
"1587","Sierra Leone","1982",0.248,432.8788276,561.0580791,474.6,3.301,442.4184045,1.78,127.9528177,226.2585355,132.1158051,0.127228052,128.179251498,"Africa"
"1588","Sierra Leone","1983",0.509,400.8609766,460.3866516,455,3.374,423.7443247,-1.576,125.9891744,211.9576377,125.9439339,0.130277333,59.525675036,"Africa"
"1589","Sierra Leone","1984",0.323,431.3794046,484.552652,400.392,3.453,430.996817,1.7,127.9668718,210.1767267,124.2680322,0.0742,53.173247369,"Africa"
"1590","Sierra Leone","1985",0.225,385.8050971,505.0544733,421.365,3.541,397.9629878,-6.74,128.8041207,212.6115868,126.2296272,0.0686,119.249376179,"Africa"
"1591","Sierra Leone","1986",-0.12,444.1889946,568.0537096,420.005,3.64,391.9244921,0.132,141.6968492,214.8626289,126.303734,0.0126,123.864714946,"Africa"
"1592","Sierra Leone","1987",0.692,403.751872,553.3676279,437.681,3.747,408.2644258,2.382,140.362019,217.0236619,127.3240161,0.439511795,149.615755898,"Africa"
"1593","Sierra Leone","1988",0.586,425.0393614,544.33382,482,3.85,369.2102114,2.058,137.966691,210.7084449,125.3910546,0.548897974,119.294458606,"Africa"
"1594","Sierra Leone","1989",0.152,444.1204221,591.8049648,489.9,3.932,364.1495338,4.952,144.2577298,212.3967318,128.0971541,0.547105263,147.68454265,"Africa"
"1595","Sierra Leone","1990",0.457,430.9053571,610.9890273,494,3.982,371.6229138,1.611,141.709425,213.2540579,131.6250701,0.542114662,180.083670113,"Africa"
"1596","Sierra Leone","1991",0.572,347.9471985,492.1905541,482.122,3.995,379.1256105,-7.993,145.7599577,216.2421431,132.1309072,0.542870144,144.243355582,"Africa"
"1597","Sierra Leone","1992",0.173,352.1804264,500.9230179,460.48,3.98,308.1999973,-9.646,141.5486267,218.6354871,134.887831,0.461986548,148.742591481,"Africa"
"1598","Sierra Leone","1993",0.469,391.6936895,606.6153504,485.05,3.947,315.0485702,0.054,139.0941341,224.6226488,139.6980138,0.464576074,214.921660859,"Africa"
"1599","Sierra Leone","1994",0.38,417.9230937,578.3318448,460.3,3.915,311.438326,3.5,161.2227187,252.5025185,166.9181354,0.463126774,160.408751183,"Africa"
"1600","Sierra Leone","1995",0.391,330.3093441,573.7725524,393.9,3.898,287.77362,-10.025,156.8364132,244.1227146,158.1655454,0,243.463208321,"Africa"
"1601","Sierra Leone","1996",0.516,391.1614428,659.4303715,418.773,3.898,292.8206553,-24.787,167.4390282,256.0562533,165.4817293,0,268.268928726,"Africa"
"1602","Sierra Leone","1997",0.631,416.3472246,594.0540935,467.797,3.914,274.4846765,-17.596,175.3255629,232.9376501,140.5563892,0,177.706868872,"Africa"
"1603","Sierra Leone","1998",0.867,347.761173,488.9937504,408.095,3.954,276.5579215,-0.837,172.3729685,196.8860268,113.1129344,0,141.232577475,"Africa"
"1604","Sierra Leone","1999",0.546,266.4477689,432.0058208,304.943,4.028,266.1038569,-8.122,168.3746991,174.7357182,95.724131,0,165.558051973,"Africa"
"1605","Sierra Leone","2000",NA,226.5934723,441.9521197,264.428,4.143,275.9292025,3.807,150.6204064,171.6136606,97.52220297,0,215.358647387,"Africa"
"1606","Sierra Leone","2001",0.914,322.6568388,567.0564952,401.2,4.304,246.6422766,18.17,182.9013948,195.8452286,117.5405416,0,244.399656395,"Africa"
"1607","Sierra Leone","2002",1.085,388.6084585,628.5742975,533.776,4.506,297.4704843,26.425,208.6435103,205.5047759,121.1689644,0,239.965839034,"Africa"
"1608","Sierra Leone","2003",0.922,427.8727516,641.1048671,561.85,4.73,309.9711794,9.327,216.4584644,203.2146774,122.0953295,0,213.232115468,"Africa"
"1609","Sierra Leone","2004",1.21,503.7595219,696.2703568,681.955,4.952,315.0757816,6.615,230.4588741,207.0241781,123.8163879,0,192.510834949,"Africa"
"1610","Sierra Leone","2005",1.255,505.8744312,693.0850936,813.9,5.153,315.9039562,4.532,243.4378567,204.875433,120.8135638,0,187.210662456,"Africa"
"1611","Sierra Leone","2006",1.204,523.7624172,713.0466647,943.1,5.327,322.8678037,4.241,253.5071927,209.2074922,119.2808941,0,189.284247565,"Africa"
