"","Country","Year","Temperature.Change","Total.Grains.Cereals.Root.Production.Quantity.1000.MT","Total.Grains.Cereals.Root.Food.Supply.1000.MT","Total.Grains.Cereals.Root.Area.Harvested.1000.Ha","Population.Million","GDP.US.dollars.per.person","Gross.Domestic.Product.constant.prices.Percent.change","Food.Supply.Grain.Equiv.1000.MT.yr","Food.Supply.Grain.Equiv.kg.cap.yr","Grains.Cereals.Root.Food.Availability.per.capita.kg.cap.yr","Total.Grains.Cereals.Root.Export.Quantity.1000.MT","Total.Grains.Cereals.Root.Import.Quantity.1000.MT","Continent"
"1","Afghanistan","1980",0.583,3933.805,3950.905,3036.4,14.186,NA,NA,NA,NA,NA,0,17.1,"Asia"
"2","Afghanistan","1981",0.469,3763.13,3859.63,2926.7,13.984,NA,NA,NA,NA,NA,0,96.5,"Asia"
"3","Afghanistan","1982",-0.35,3602.788,3677.688,2817.1,13.673,NA,NA,NA,NA,NA,0,74.9,"Asia"
"4","Afghanistan","1983",0.134,3474.45,3553.953,2666,13.3,NA,NA,NA,NA,NA,0,79.503,"Asia"
"5","Afghanistan","1984",0.123,3306.778,3327.928,2580,12.932,NA,NA,NA,NA,NA,0,21.15,"Asia"
"6","Afghanistan","1985",0.237,3136.439,3194.863,2452.1,12.625,NA,NA,NA,NA,NA,0,58.424,"Asia"
"7","Afghanistan","1986",-0.105,2972.112,3081.285,2362,12.372,NA,NA,NA,NA,NA,0,109.173,"Asia"
"8","Afghanistan","1987",0.349,3286.108,3557.873,2510,12.183,NA,NA,NA,NA,NA,0,271.765,"Asia"
"9","Afghanistan","1988",0.872,2882.781,3115.565,2345,12.157,NA,NA,NA,NA,NA,0,232.784,"Asia"
"10","Afghanistan","1989",-0.167,2727.44,3009.261,2303.3,12.415,NA,NA,NA,NA,NA,0,281.821,"Asia"
"11","Afghanistan","1990",0.766,2594.111,3108.111,2266.3,13.032,NA,NA,NA,NA,NA,0,514,"Asia"
"12","Afghanistan","1991",-0.178,2612.4,3332.4,2361.669,14.07,NA,NA,NA,NA,NA,0,720,"Asia"
"13","Afghanistan","1992",-0.32,2320.1,3115.1,2263.5,15.472,NA,NA,NA,NA,NA,0,795,"Asia"
"14","Afghanistan","1993",0.172,2800.1,3630.1,2641.439,17.053,NA,NA,NA,NA,NA,0,830,"Asia"
"15","Afghanistan","1994",0.423,2985.5,3862.5,2770.8,18.554,NA,NA,NA,NA,NA,0,877,"Asia"
"16","Afghanistan","1995",0.363,2952.1,4050.1,2590.911,19.79,NA,NA,NA,NA,NA,0,1098,"Asia"
"17","Afghanistan","1996",-0.106,3102.1,3893.4,2704.73,20.685,NA,NA,NA,NA,NA,0,791.3,"Asia"
"18","Afghanistan","1997",0.48,3549.8,4243.8,2743.075,21.299,NA,NA,NA,NA,NA,0,694,"Asia"
"19","Afghanistan","1998",0.669,3726.15,4340.25,2804.534,21.752,NA,NA,NA,NA,NA,0,614.1,"Asia"
"20","Afghanistan","1999",1.178,3163.76,3957.76,2544.131,22.228,NA,NA,NA,NA,NA,0,794,"Asia"
"21","Afghanistan","2000",0.996,1784.052,3202.052,2420,22.856,NA,NA,NA,NA,NA,0,1418,"Asia"
"22","Afghanistan","2001",1.315,1988.061,3458.061,2108,23.677,NA,NA,NA,NA,NA,0,1470,"Asia"
"23","Afghanistan","2002",1.317,3607.796,4785.796,2252,24.64,209.0276399,NA,NA,NA,NA,0,1178,"Asia"
"24","Afghanistan","2003",0.598,5119.145,5995.145,3025.7,25.679,217.5066278,8.444,NA,NA,NA,0,876,"Asia"
"25","Afghanistan","2004",1.317,3410.155,4506.155,2684,26.693,211.4527857,0.671,NA,NA,NA,0,1096,"Asia"
"26","Afghanistan","2005",0.386,5264.829,6559.029,3050,27.615,227.2343297,11.83,NA,NA,NA,0,1294.2,"Asia"
"27","Afghanistan","2006",1.647,4458.847,5692.247,3009,28.421,233.0531077,5.361,NA,NA,NA,0,1233.4,"Asia"
"28","Afghanistan","2007",0.616,5596.78,6971.28,3041,29.146,258.4814011,13.34,NA,NA,NA,0,1374.5,"Asia"
"29","Afghanistan","2008",0.671,3658.04,6243.44,2734,29.84,261.5874176,3.863,NA,NA,NA,0,2585.4,"Asia"
"30","Afghanistan","2009",0.841,6295.15,8775.95,3213.6,30.578,308.9342575,20.585,NA,NA,NA,0,2480.8,"Asia"
"31","Afghanistan","2010",1.564,5699.24,6806.54,2982.5,31.412,326.093539,8.438,NA,NA,NA,0,1107.3,"Asia"
"32","Afghanistan","2011",1.342,4331.24,6581.64,2840.5,32.358,335.9135397,6.479,NA,NA,NA,0,2250.4,"Asia"
"33","Afghanistan","2012",0.102,6136.51,7388.51,3143.5,33.397,372.2825265,13.968,NA,NA,NA,0,1252,"Asia"
"34","Algeria","1980",0.278,2567.776695,6024.013443,3257.39,18.811,2701.497292,-5.4,1179.964073,347.6137432,206.5071516,0,3456.23674754,"Africa"
"35","Algeria","1981",0.247,1965.774252,4717.454889,2919.29,19.442,2692.233285,3,1268.983653,351.0955019,197.9601516,0,2751.68063645,"Africa"
"36","Algeria","1982",0.427,1629.625445,5780.096509,2643.04,20.096,2771.313458,6.4,1329.922459,347.1095406,196.5357004,0,4150.47106395,"Africa"
"37","Algeria","1983",0.648,1414.955573,5272.060246,2304.35,20.763,2827.130085,5.4,1469.959997,344.8823568,196.7980507,0.308101996,3857.10467323,"Africa"
"38","Algeria","1984",0.073,1594.689654,5775.462362,2741.97,21.433,2892.123512,5.6,1437.148178,338.3010945,191.7431281,0,4180.7727084,"Africa"
"39","Algeria","1985",0.57,3125.881353,8480.823027,3296.15,22.098,2908.87846,5.6,1665.385251,352.8406677,201.3001715,0.831336243,5354.94167474,"Africa"
"40","Algeria","1986",0.407,2610.060999,7225.669541,2967.76,22.754,2836.315304,-0.2,1609.818568,355.2661508,213.3947847,0.600456695,4615.60854224,"Africa"
"41","Algeria","1987",1.048,2297.974097,6196.805096,2826.59,23.398,2738.941679,-0.7,1591.600804,356.3327064,210.7421681,2.218760419,3898.83099917,"Africa"
"42","Algeria","1988",1.388,1267.207343,6674.294405,1906.14,24.035,2639.687801,-1.9,1602.084937,365.7531771,218.4584818,0.439241197,5407.08706216,"Africa"
"43","Algeria","1989",0.43,2259.764449,10390.83565,2742.23,24.668,2685.117282,4.8,1735.684752,374.2864339,217.2106968,0,8131.07120472,"Africa"
"44","Algeria","1990",1.314,1831.752091,6471.316497,2468.429,25.299,2639.091083,1.252,1652.132135,384.7498343,230.949959,0.113869784,4639.56440574,"Africa"
"45","Algeria","1991",0.078,4082.130235,8508.3789,3536.998,25.931,2543.872913,-1.2,1721.291449,391.0680331,239.8591439,0,4426.2486648,"Africa"
"46","Algeria","1992",-0.253,3623.871137,7568.305878,3637.767,26.558,2528.524101,1.6,1831.828307,379.6989338,222.3931131,0.72353413,3944.43474162,"Africa"
"47","Algeria","1993",0.618,1723.671873,8050.713628,2055.355,27.17,2419.666513,-2.102,1901.779662,393.3524783,235.3938918,0.527077712,6327.04175583,"Africa"
"48","Algeria","1994",0.796,1144.296468,7782.185369,1362.776,27.751,2347.686944,-0.9,1867.772305,357.5528273,207.990992,0.0303,6637.8889009,"Africa"
"49","Algeria","1995",0.649,2444.532168,6651.919984,2667.411,28.292,2390.300512,3.848,1886.384532,369.5061101,217.8473239,0.00255,4207.38781594,"Africa"
"50","Algeria","1996",0.906,5192.667043,9353.891149,3749.365,28.787,2445.515779,3.8,1856.669072,366.2560663,223.2749889,0.00279,4161.22410596,"Africa"
"51","Algeria","1997",1.122,1109.904084,7002.57281,1182.85,29.243,2433.862885,1.1,1853.560001,368.7143096,218.8951036,0,5892.66872687,"Africa"
"52","Algeria","1998",1.189,3306.797074,8956.729457,3644.197,29.674,2520.836456,5.098,2007.595397,366.1484434,225.9549427,0,5649.93238247,"Africa"
"53","Algeria","1999",1.579,2272.743758,8331.145315,1953.715,30.099,2564.769852,3.2,2161.191474,376.5622387,226.8189865,0.06,6058.40155625,"Africa"
"54","Algeria","2000",0.91,1238.460672,8598.731913,1130.737,30.534,2583.852181,3.8,2045.024488,379.793198,228.2062453,0,7360.27124105,"Africa"
"55","Algeria","2001",1.946,2906.213062,9276.662029,2468.373,30.982,2663.947095,3,2224.925302,392.7669829,231.842585,0.0949,6370.44896626,"Africa"
"56","Algeria","2002",1.329,2288.223127,9792.196774,1917.685,31.442,2771.971751,5.6,2340.394277,392.9354357,233.9397522,0.00631,7503.97364631,"Africa"
"57","Algeria","2003",1.668,4746.24499,10479.46782,2990.222,31.913,2927.696925,7.2,2510.690704,397.9052711,240.0554803,0.276053261,5733.22282812,"Africa"
"58","Algeria","2004",1.07,4480.909429,11704.20047,3093.744,32.396,3008.061193,4.3,2733.674247,405.1213184,240.867793,0.0685,7223.29104363,"Africa"
"59","Algeria","2005",1.346,4072.112564,11436.90699,2450.232,32.888,3137.881607,5.9,2858.818713,404.0819046,244.3029806,0.0365,7364.79442604,"Africa"
"60","Algeria","2006",1.482,4564.668658,11732.0153,2770.982,33.392,3143.059037,1.684,2945.108094,414.9851041,246.4709929,0.0404,7167.34664422,"Africa"
"61","Algeria","2007",1.31,3909.386734,11508.60778,2953.166,33.907,3200.561249,3.373,2882.457254,411.0742446,241.2360905,0.106107093,7599.22104427,"Africa"
"62","Algeria","2008",1.282,2080.123349,10782.83896,1577.294,34.428,3215.169597,2.36,2959.377253,416.077747,245.88023,0.00377,8702.71560837,"Africa"
"63","Algeria","2009",1.044,6732.142381,14093.64222,3281.421,34.95,3220.990572,1.632,3004.24756,414.2561572,249.7537373,0.427883326,7361.49983609,"Africa"
"64","Algeria","2010",2.359,5573.825944,14191.32578,2978.498,35.468,3288.211087,3.616,3048.774033,418.5077956,254.0053757,0.427883326,8617.49983609,"Africa"
"65","Algeria","2011",1.492,5215.666615,15254.46645,2716.617,35.98,3325.696328,2.828,3092.784755,423.6012688,259.0988489,0.427883326,10038.79983609,"Africa"
"66","Algeria","2012",1.238,6072.858362,15646.3582,3201.115,36.486,3387.800421,3.301,3136.279727,427.5421703,263.0397503,0.427883326,9573.49983609,"Africa"
"67","Angola","1980",0.247,868.8812492,1213.278239,1067.5,7.638,NA,2.406,365.3889191,224.2642821,134.2864692,1.1,344.396990133,"Africa"
"68","Angola","1981",-0.063,749.1194898,1039.08018,1064,7.903,NA,-4.4,374.8112471,214.262735,129.3697932,0,289.96068984,"Africa"
"69","Angola","1982",0.152,754.4263636,1046.134455,1062.5,8.192,NA,0,365.6987443,200.6389681,122.1237149,0,291.708090909,"Africa"
"70","Angola","1983",0.47,783.9218655,1072.045698,1068.9,8.492,NA,4.2,364.4318885,197.733688,121.5304472,0,288.1238322,"Africa"
"71","Angola","1984",0.673,800.8797129,1163.89998,1083.3,8.787,NA,6,388.5712788,191.9904808,115.6786793,0,363.020267471,"Africa"
"72","Angola","1985",0.69,821.2539641,1083.630331,1110.3,9.066,1504.160857,3.5,429.5348102,192.4367601,113.9087259,0,262.376367168,"Africa"
"73","Angola","1986",0.167,873.0296905,1032.656202,1333.5,9.323,1503.652317,2.9,377.8364805,186.6301878,114.1054508,0,159.626511709,"Africa"
"74","Angola","1987",0.707,908.0467838,1197.022965,1400.5,9.563,1581.722895,4.083,404.488744,183.9214647,112.3288378,0,288.97618093,"Africa"
"75","Angola","1988",0.557,880.8015381,1123.410808,1430.5,9.8,1629.905402,6.129,416.7711547,179.4501039,103.7537676,0,242.609269765,"Africa"
"76","Angola","1989",-0.002,869.8125884,1105.349788,1409.75,10.053,1595.241742,0.042,444.3859052,182.4627195,101.106449,0,235.537199517,"Africa"
"77","Angola","1990",0.737,834.5996613,1174.760537,1189.809,10.335,1547.058959,-3.45,428.5858899,181.8515407,100.2928661,0,340.160876021,"Africa"
"78","Angola","1991",0.325,967.3415638,1358.95679,1326.743,10.654,1482.728373,0.991,375.5485676,187.6753058,114.2252451,0,391.615226337,"Africa"
"79","Angola","1992",0.435,1082.328252,1347.855965,1482.042,11.003,1336.635091,-5.838,397.1244342,189.0272482,117.5514095,0,265.52771237,"Africa"
"80","Angola","1993",0.261,1000.977467,1343.226477,1665.159,11.372,973.8276397,-23.983,375.0263204,175.9464531,111.4824616,0,342.249009486,"Africa"
"81","Angola","1994",0.271,1128.931825,1684.214677,1383.432,11.743,976.0683638,1.339,432.6630802,190.7812621,126.1712386,0,555.282851739,"Africa"
"82","Angola","1995",0.807,1223.82381,1734.074895,1263.353,12.105,1045.354462,15,436.5857391,199.9939626,133.0793995,0,510.251085025,"Africa"
"83","Angola","1996",0.436,1392.203426,2041.358436,1340.317,12.453,1129.949853,20,443.5790531,202.6170117,132.5491402,0,649.155009887,"Africa"
"84","Angola","1997",0.291,1271.664144,1823.927507,1341.681,12.792,1186.905527,5.5,492.6161641,200.4880336,127.6659647,0,552.263362409,"Africa"
"85","Angola","1998",1.199,1652.756374,2131.454037,1471.251,13.138,1234.286453,0,465.0337256,209.9948398,141.4312892,0,478.697662357,"Africa"
"86","Angola","1999",0.443,1585.770579,2258.013939,1421.027,13.512,1239.00408,3.24,421.5076965,207.3670524,141.366553,0,672.243359588,"Africa"
"87","Angola","2000",0.204,2033.89114,2713.876039,1497.888,13.926,1238.380551,3.012,484.209,212.599633,145.6315038,0,679.984898234,"Africa"
"88","Angola","2001",0.27,2508.747011,3099.869267,1604.045,14.388,1249.209203,3.142,510.3918188,214.7393025,144.8515408,0,591.122256098,"Africa"
"89","Angola","2002",0.701,3006.060199,3804.051935,1842.373,14.89,1373.935443,14.532,550.2785625,226.6375936,152.5487701,0,797.991736356,"Africa"
"90","Angola","2003",0.891,3070.860284,3955.104021,1994.641,15.42,1396.332116,3.308,591.2896213,221.2895461,139.9578133,0.00854,884.243736404,"Africa"
"91","Angola","2004",0.308,3136.167295,3990.570617,2343.053,15.957,1496.142562,11.183,612.1182769,227.0237932,144.429608,0.00886,854.403322565,"Africa"
"92","Angola","2005",1.029,3992.600814,4798.728076,2500.991,16.489,1712.274804,20.613,675.3794255,237.461079,150.9417836,0.00876,806.127262038,"Africa"
"93","Angola","2006",0.369,3913.441686,4641.56722,2494.544,17.01,2003.995436,20.735,712.5773691,237.938547,150.6622228,0.00876,728.125533509,"Africa"
"94","Angola","2007",0.659,4282.101621,5058.10274,2568.923,17.525,2384.564444,22.593,775.2188844,251.3742745,160.6688153,0.00877,776.001118485,"Africa"
"95","Angola","2008",0.336,4282.975288,5098.808368,1870.678,18.038,2636.854825,13.817,871.7549583,245.6584231,152.1648055,0.0088,815.833079919,"Africa"
"96","Angola","2009",0.554,5498.74642,6220.424969,2775.041,18.555,2625.236036,2.413,896.7409498,249.2441794,154.7836266,0.00851,721.678548683,"Africa"
"97","Angola","2010",1.058,5942.70006,6806.078608,2854.343,19.082,2639.721236,3.408,922.2102292,267.6279317,173.1673789,0.00851,863.378548683,"Africa"
"98","Angola","2011",0.708,6330.594027,7201.072576,3281.114,19.618,2668.212265,3.919,948.1144679,272.6402107,178.1796579,0.00851,870.478548683,"Africa"
"99","Angola","2012",0.401,4129.353351,4975.2319,2086.835,20.163,2773.420492,5.189,974.4536659,204.9445012,110.4839484,0.00851,845.878548683,"Africa"
"100","Armenia","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"101","Armenia","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"102","Armenia","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"103","Armenia","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"104","Armenia","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"105","Armenia","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"106","Armenia","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"107","Armenia","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"108","Armenia","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"109","Armenia","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"110","Armenia","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Asia"
"111","Armenia","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,610,"Asia"
"112","Armenia","1992",-1.278,374.5216105,796.3356137,191.736,3.45,605.2598953,NA,260.3741538,257.4438693,151.4683266,0,421.81400314,"Asia"
"113","Armenia","1993",-0.857,409.1011765,850.7647059,212.23,3.37,565.100819,-14.054,233.8233399,267.4234874,165.9587363,0,441.663529412,"Asia"
"114","Armenia","1994",0.574,346.061207,808.5928641,189.877,3.291,609.9139654,5.4,236.9730793,276.5444289,172.5800571,0,462.5317,"Asia"
"115","Armenia","1995",0.77,398.1107324,716.0231621,166.112,3.223,665.7541053,8.033,222.1045181,269.6853811,159.6744962,0,317.9124,"Asia"
"116","Armenia","1996",0.558,426.0002318,766.6673346,199.278,3.172,716.135208,5.169,224.2364594,277.6326977,162.220905,0.00132,340.667102798,"Asia"
"117","Armenia","1997",0.738,349.2100927,833.9453395,219,3.135,748.651321,3.387,202.1905671,270.9676727,163.6808302,0.0357,484.735246727,"Asia"
"118","Armenia","1998",1.432,439.265989,728.792413,215.236,3.109,810.0207428,6.271,198.4161526,267.1232033,160.2367982,0,289.526424088,"Asia"
"119","Armenia","1999",1.571,406.3071646,892.0359715,196.797,3.091,841.6241305,3.17,203.1879385,271.4915922,163.1572321,0.081,485.728806892,"Asia"
"120","Armenia","2000",1.109,298.4729698,763.3762476,190.787,3.076,895.6262479,5.853,203.5044654,274.2779435,158.8075755,0.079,464.903277765,"Asia"
"121","Armenia","2001",1.485,460.1191315,777.8523807,223.083,3.066,984.4183573,9.468,216.0680489,282.8389754,163.6709844,0,317.733249114,"Asia"
"122","Armenia","2002",1.218,515.3698594,873.6055196,215.343,3.061,1116.046757,14.807,245.8893566,287.4424041,159.5607728,0,358.235660147,"Asia"
"123","Armenia","2003",0.201,442.5465715,808.8257191,227.102,3.061,1272.748595,14.052,281.0576299,299.3935488,151.9709861,0.00184,366.279147534,"Asia"
"124","Armenia","2004",1.21,611.7864201,1041.223799,233.673,3.063,1405.059866,10.473,295.9637673,334.657322,182.9667597,0,429.43737931,"Asia"
"125","Armenia","2005",0.529,547.7514763,896.0094209,236.41,3.066,1598.315968,14.113,333.0938471,343.7002295,181.6790688,0.0791,348.257944641,"Asia"
"126","Armenia","2006",1.7,357.5425154,764.0166178,190.566,3.07,1806.904422,13.198,353.0440122,349.9349054,177.9790846,0,406.474102372,"Asia"
"127","Armenia","2007",0.735,593.7247763,984.780092,204.241,3.074,2052.664878,13.749,392.0567363,352.5915865,167.7871805,0.0131,391.055315685,"Asia"
"128","Armenia","2008",0.88,550.4376362,965.2554016,204.303,3.079,2190.735424,6.948,428.0413454,363.0348903,167.1185442,0.934694066,414.817765405,"Asia"
"129","Armenia","2009",0.711,511.9112971,924.7772061,196.012,3.085,1877.088756,-14.15,428.875463,370.6352273,169.8237486,1.542455098,412.865908976,"Asia"
"130","Armenia","2010",2.703,453.7860388,767.6519478,183.992,3.092,1914.041665,2.2,429.8486002,360.4464951,159.6350163,1.542455098,313.865908976,"Asia"
"131","Armenia","2011",0.676,565.4558647,1011.321774,187.503,3.1,1998.830006,4.7,430.960757,365.9476105,165.1361317,1.542455098,445.865908976,"Asia"
"132","Armenia","2012",1.31,604.9134487,841.2793577,201.515,3.109,2136.380781,7.134,432.2119333,374.017121,173.2056422,1.542455098,236.365908976,"Asia"
"133","Azerbaijan","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"134","Azerbaijan","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"135","Azerbaijan","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"136","Azerbaijan","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"137","Azerbaijan","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"138","Azerbaijan","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"139","Azerbaijan","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"140","Azerbaijan","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"141","Azerbaijan","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"142","Azerbaijan","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
"143","Azerbaijan","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Asia"
"144","Azerbaijan","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1100,"Asia"
"145","Azerbaijan","1992",-0.773,1326.285856,2221.042763,646,7.446,1233.218071,NA,581.1444574,259.2409741,159.4607857,0,894.7569074,"Asia"
"146","Azerbaijan","1993",-0.925,1171.836147,1927.828943,721.12,7.562,933.797224,-23.098,531.7962237,239.8007002,152.5518572,0,755.99279625,"Asia"
"147","Azerbaijan","1994",0.194,1059.011633,1703.924209,645,7.67,739.2808097,-19.673,540.0620082,239.2365305,146.7441584,0.1152,644.91257592,"Asia"
"148","Azerbaijan","1995",1.104,1043.079307,1704.036606,619.393,7.765,644.0682963,-13.027,517.0365041,248.6166151,154.5551884,0.412,660.95729917,"Asia"
"149","Azerbaijan","1996",0.33,1134.914126,1828.371042,654.791,7.845,645.7878642,2.531,544.8307361,253.9702259,157.6721178,0.1241,693.45691576,"Asia"
"150","Azerbaijan","1997",0.679,1235.502735,1835.30627,681.642,7.914,677.2865467,8.884,435.1897868,244.6078324,162.5736323,0.1234,599.803535,"Asia"
"151","Azerbaijan","1998",1.266,986.4883594,1682.894281,621.869,7.976,739.2239599,6.007,470.320326,248.1044247,165.7143392,0.1466,696.40592184,"Asia"
"152","Azerbaijan","1999",1.292,1181.685084,2040.113681,550.392,8.039,787.7046929,11.396,553.4725451,259.6699953,167.9810893,0.1,858.428597422,"Asia"
"153","Azerbaijan","2000",1.147,1598.358703,2408.811231,693.213,8.111,867.3714422,6.227,586.7390264,265.962433,169.8508632,0.221620768,810.45252752,"Asia"
"154","Azerbaijan","2001",1.461,2092.852911,2848.839209,807.618,8.191,943.9310822,6.486,605.2827229,271.7277141,172.0743929,9.1482,755.98629799,"Asia"
"155","Azerbaijan","2002",1.488,2290.243688,3010.254732,870.556,8.28,1032.766169,8.137,624.5119698,280.6068053,173.2710926,6.371628789,720.01104367,"Asia"
"156","Azerbaijan","2003",-0.055,2167.60637,3192.231767,824.737,8.377,1135.137867,10.478,645.6355871,288.1044911,174.1271667,7.008443462,1024.62539692,"Asia"
"157","Azerbaijan","2004",1.379,2302.205371,3472.646208,871.829,8.48,1235.727949,10.2,631.0878569,289.5200142,175.4802965,6.564892686,1170.440837302,"Asia"
"158","Azerbaijan","2005",0.88,2307.795318,3395.800128,863.625,8.588,1542.317406,26.4,732.9305353,297.8665041,175.1304507,9.255054034,1088.004809545,"Asia"
"159","Azerbaijan","2006",1.556,2536.639019,3932.227395,840.742,8.702,2047.241143,34.5,798.9281767,302.8112431,170.6268903,11.09153297,1395.58837605,"Asia"
"160","Azerbaijan","2007",1.029,2608.030626,3990.217199,795.79,8.821,2525.518074,25,859.3445825,302.4016377,171.1160719,14.83014589,1382.18657243,"Asia"
"161","Azerbaijan","2008",0.976,2516.134015,4190.787258,951.5472,8.944,2759.104559,10.8,876.9087865,304.0663058,169.6828462,20.28372923,1674.65324305,"Asia"
"162","Azerbaijan","2009",0.846,2677.583751,3769.574028,1179.365,9.067,2977.802881,9.3,888.9682432,307.847337,170.2182458,19.42451857,1091.99027724,"Asia"
"163","Azerbaijan","2010",2.36,2092.412859,3469.603136,1020.348,9.188,3081.236146,4.959,900.8316112,305.181416,167.5523248,19.42451857,1377.19027724,"Asia"
"164","Azerbaijan","2011",0.831,2663.714047,4258.404324,1019.4115,9.306,3044.171576,0.094,912.4008461,306.1335084,168.5044173,29.42451857,1594.69027724,"Asia"
"165","Azerbaijan","2012",1.534,3009.760857,4401.951134,1083.7233,9.421,3073.166333,2.163,923.6759479,309.1792164,171.5501252,24.42451857,1392.19027724,"Asia"
"166","Bangladesh","1980",0.107,15158.1983,17355.50241,10986.817,80.624,249.1723194,0.375,1402.42787,212.7443268,181.7075406,0,2197.304116848,"Asia"
"167","Bangladesh","1981",-0.173,15170.99689,16134.69895,11313.732,82.884,251.5933437,3.076,1374.335126,208.5350092,177.9651706,0.28456,963.702063161,"Asia"
"168","Bangladesh","1982",-0.038,15637.90268,17489.60252,11355.472,85.156,250.7002304,3.206,1396.61757,212.4141468,181.0507265,19.993,1851.699838815,"Asia"
"169","Bangladesh","1983",-0.108,16157.01356,17993.00192,10599.708,87.46,253.8990229,4.61,1401.685595,215.9203473,183.5070173,0.1936,1835.988354691,"Asia"
"170","Bangladesh","1984",-0.256,16367.23847,18408.96076,11070.579,89.828,260.012792,4.177,1449.524321,212.6865819,182.0140869,0.029,2041.722296018,"Asia"
"171","Bangladesh","1985",0.127,17042.9465,19629.9013,11405.945,92.284,261.250838,3.744,1515.420208,217.8989762,185.7478363,0.125404224,2586.954799827,"Asia"
"172","Bangladesh","1986",0.099,16947.75572,18454.30351,11468.57,94.825,265.0521672,3.985,1501.390439,215.6544874,183.0122006,0.298174549,1506.547795222,"Asia"
"173","Bangladesh","1987",0.391,16963.96108,18738.6473,11194.801,97.429,267.5961257,2.931,1518.861746,224.1530672,189.15909,0.0211,1774.686220096,"Asia"
"174","Bangladesh","1988",0.383,17081.74772,20096.53751,11110.291,100.062,266.1805882,2.388,1614.817599,221.3887628,186.2115612,0.0108,3014.789795051,"Asia"
"175","Bangladesh","1989",0.091,19327.84584,21547.26358,11316.84,102.682,266.1649606,4.298,1616.525988,218.5269282,184.375251,0.005,2219.417738437,"Asia"
"176","Bangladesh","1990",-0.153,19162.25409,20776.35595,11309.231,105.256,275.0829458,4.603,1794.601999,199.9448188,167.4263002,0.00539,1614.101852452,"Asia"
"177","Bangladesh","1991",-0.043,19710.39013,21272.66979,11128.771,107.769,277.6402482,4.203,1738.975929,200.4961841,167.9344201,0,1562.279667954,"Asia"
"178","Bangladesh","1992",-0.131,19883.41541,20990.25436,11037.306,110.226,285.1302917,4.801,1758.058387,202.9635328,168.4096362,50,1106.838957121,"Asia"
"179","Bangladesh","1993",-0.429,19684.15871,20971.48222,10816.969,112.645,291.7700881,4.324,1767.527422,201.215222,168.0160762,119,1287.32350721,"Asia"
"180","Bangladesh","1994",0.157,18427.87651,21558.5728,10808.912,115.059,297.3164921,4.513,1946.566668,202.1153343,169.5226066,128,3130.696289926,"Asia"
"181","Bangladesh","1995",0.13,19407.79224,21232.82563,10860.581,117.487,305.5124936,4.77,1881.394219,202.6394817,169.6367797,62,1825.033392048,"Asia"
"182","Bangladesh","1996",0.074,20756.43763,21911.36225,11171.757,119.929,313.1247971,5.013,1932.26275,200.5521963,167.4982773,140,1154.924616391,"Asia"
"183","Bangladesh","1997",-0.197,20786.18113,24134.27433,11239.354,122.37,323.4119252,5.304,2032.039941,205.5889113,166.4406479,145,3348.093205704,"Asia"
"184","Bangladesh","1998",0.555,22190.64856,26433.19394,11198.629,124.803,333.6839722,5.044,2067.633191,212.881074,169.6606793,188,4242.54538108,"Asia"
"185","Bangladesh","1999",0.782,25688.18917,28050.38354,11967.089,127.215,343.2970959,5.421,2182.806608,212.0304641,175.9177469,196.0556,2362.194370251,"Asia"
